85326782339, 12 
 16058313261, 2 
 45013305050, 3 
 73813173305, 3 
 45123642235, 2 
 11241098527, 17 
 25335243349, 11 
 64848830792, 6 
 79148343988, 2 
 92676556858, 9 
 27426618776, 10 
 68945636735, 8 
 29342092270, 1 
 97778105346, 9 
 57012603252, 6 
 51201394265, 4 
 65000167176, 1 
 34053990810, 4 
 12928806668, 2 
 59636030891, 14 
 38334777459, 18 
 45598881968, 2 
 64718572908, 9 
 87161321817, 14 
 12820640279, 16 
 14097862103, 5 
 55703811619, 2 
 63869975346, 4 
 46516646073, 9 
 94727014609, 3 
 35097270098, 3 
 44342756043, 12 
 66786937824, 7 
 46237780323, 6 
 33031423444, 10 
 55032329783, 8 
 97800570408, 6 
 70433278304, 5 
 96657014618, 2 
 32821620805, 7 
 70792450575, 11 
 92318660142, 5 
 47102905090, 21 
 53114690443, 6 
 22822092850, 11 
 42690229710, 7 
 79501984751, 7 
 82229491821, 11 
 24031792002, 1 
 97702727213, 2 
 95873155412, 9 
 20725607745, 1 
 30687036858, 2 
 13554398027, 7 
 55549049886, 7 
 55891885906, 6 
 12278618835, 1 
 20630659032, 17 
 20782323313, 9 
 19501644315, 2 
 14539837581, 7 
 43036097053, 6 
 89048708977, 2 
 30851306057, 2 
 89392877099, 3 
 13102832400, 13 
 63033339392, 10 
 32867171731, 7 
 36085669640, 9 
 95355661319, 3 
 61016752212, 4 
 38581342421, 8 
 28174244985, 2 
 99770403017, 10 
 98443755116, 2 
 93820576297, 3 
 40367785014, 19 
 49789243359, 5 
 62519047354, 4 
 56697312432, 3 
 59411284747, 2 
 75380291734, 5 
 44522067210, 10 
 42387707597, 1 
 31682551025, 6 
 21986469301, 7 
 67182645863, 8 
 58130274043, 12 
 40113680616, 7 
 31253287247, 3 
 10105501010, 4 
 18093210667, 10 
 73674216737, 1 
 22495809106, 20 
 13139527809, 3 
 99204074423, 10 
 19013783593, 2 
 85874407509, 10 
 27872399016, 18 
 40978746378, 9 
 66049841263, 16 
 22752535977, 8 
 95007155832, 9 
 24359957247, 5 
 97917703689, 5 
 44307036840, 4 
 60259932410, 2 
 88692950167, 9 
 60433855845, 5 
 43685981359, 5 
 16889685780, 2 
 81760026678, 7 
 57369228607, 4 
 79702034690, 7 
 76176811931, 8 
 77709863853, 5 
 14288916738, 2 
 86791877407, 5 
 81757843023, 15 
 45525884695, 5 
 35267564916, 2 
 84468237282, 1 
 59228951658, 11 
 15803274542, 2 
 60231424912, 8 
 55684135847, 1 
 79737488279, 9 
 91616809853, 18 
 18669370147, 4 
 17243128604, 4 
 75509766394, 10 
 15755798595, 12 
 47554986750, 3 
 76404240095, 4 
 28291563968, 8 
 83170698939, 3 
 65958452344, 14 
 59260171515, 3 
 10984232685, 3 
 81509493184, 7 
 55113894610, 8 
 83877256900, 10 
 89281391817, 3 
 66338035006, 17 
 52793798665, 8 
 36230006701, 3 
 54047356252, 8 
 41946722443, 1 
 42084703515, 4 
 92914420488, 10 
 25815138350, 12 
 87546923093, 11 
 91877407410, 5 
 71320882808, 2 
 23548677744, 8 
 65690412488, 12 
 18321074888, 4 
 16362615737, 6 
 96675803332, 8 
 49711314727, 12 
 75857721844, 6 
 30254173745, 1 
 93281943856, 8 
 37804311271, 9 
 52911083882, 3 
 44537155162, 6 
 59134854360, 16 
 22371357972, 2 
 85500770460, 2 
 52810596676, 15 
 53679584816, 8 
 23649157038, 9 
 46011649573, 11 
 56952537356, 9 
 89898952814, 2 
 91850447676, 9 
 92542662538, 9 
 52484911205, 10 
 43739930825, 1 
 49389081184, 8 
 22491363288, 7 
 30723671664, 9 
 98441756845, 5 
 55115126934, 4 
 76556150685, 8 
 62610920838, 2 
 40269811674, 20 
 91462640795, 7 
 49256462203, 1 
 42344341106, 14 
 18427149801, 5 
 98069559643, 17 
 29156276090, 19 
 84564017552, 11 
 63685524476, 4 
 50439559108, 4 
 11444182109, 9 
 49365123040, 5 
 39919125632, 9 
 57868430749, 5 
 10678523683, 6 
 55992159034, 8 
 48707191146, 6 
 34060955784, 5 
 73181769831, 6 
 10950496115, 1 
 41372909854, 4 
 88663580043, 3 
 47020677252, 2 
 15306295519, 7 
 49412945867, 9 
 70578268949, 14 
 88117330572, 12 
 50129543383, 6 
 14548860137, 1 
 50093722757, 14 
 61942674636, 10 
 92829870597, 5 
